sentence,token,position,token_type,analysis_type,pos,dep,full_source_entropy_bits,full_source_surprisal_bits,full_source_topk_entropy_k5_bits,full_source_topk_mass_k5,full_source_entmax_entropy_bits,full_source_entmax_surprisal_bits,full_source_entmax_topk_entropy_k5_bits,full_source_entmax_topk_mass_k5,full_source_entmax_branching_choices,full_bigram_source_entropy_bits,full_bigram_source_surprisal_bits,full_bigram_source_topk_entropy_k5_bits,full_bigram_source_topk_mass_k5,full_bigram_source_entmax_entropy_bits,full_bigram_source_entmax_surprisal_bits,full_bigram_source_entmax_topk_entropy_k5_bits,full_bigram_source_entmax_topk_mass_k5,full_bigram_source_entmax_branching_choices,candidate_idx,target_sentence,full_target_entropy_bits,full_target_surprisal_bits,full_target_topk_entropy_k5_bits,full_target_topk_mass_k5,full_target_entmax_entropy_bits,full_target_entmax_surprisal_bits,full_target_entmax_topk_entropy_k5_bits,full_target_entmax_topk_mass_k5,full_target_entmax_branching_choices,full_bigram_target_entropy_bits,full_bigram_target_surprisal_bits,full_bigram_target_topk_entropy_k5_bits,full_bigram_target_topk_mass_k5,full_bigram_target_entmax_entropy_bits,full_bigram_target_entmax_surprisal_bits,full_bigram_target_entmax_topk_entropy_k5_bits,full_bigram_target_entmax_topk_mass_k5,full_bigram_target_entmax_branching_choices
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,iec,13,source,full,NOUN,nsubj,4.646543502807617,2.300043925213676,1.3483946323394775,0.7910031676292419,0.6985988020896912,2.4063613182362564,0.6985988020896912,1.0,2.0,12.980447769165039,8.968441980681476,1.8006341457366943,0.2572331428527832,0.9084606766700745,20.0,0.9084606766700745,1.0,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,14,source,full,NOUN,nsubj,2.4612109661102295,0.1741183836968796,0.07105210423469543,0.8924610614776611,-0.0,-0.0,-0.0,1.0,1.0,2.9912209510803223,0.30965283529400633,0.4589459002017975,0.8681471943855286,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁Ch,15,source,full,NOUN,nsubj,5.479669570922852,0.6955644208590404,0.6568682193756104,0.6907051801681519,-0.0,-0.0,-0.0,1.0,1.0,9.553525924682617,8.171417400112322,2.229344367980957,0.3972148597240448,2.0425941944122314,20.0,1.8950774669647217,0.9667189121246338,6.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ło,16,source,full,NOUN,nsubj,2.3536429405212402,0.19230783481500416,0.1264670193195343,0.88692706823349,-0.0,-0.0,-0.0,1.0,1.0,13.790948867797852,7.482676867395325,1.432477593421936,0.16941200196743011,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,pie,17,source,full,NOUN,nsubj,1.2156517505645752,0.11576621304646853,0.22535599768161774,0.9474772810935974,-0.0,-0.0,-0.0,1.0,1.0,9.769641876220703,13.553480411397711,0.6133105754852295,0.43080875277519226,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,c,18,source,full,NOUN,nsubj,0.7393638491630554,0.05991442313034205,0.09712222218513489,0.9690020084381104,-0.0,-0.0,-0.0,1.0,1.0,9.896767616271973,14.707869797959727,1.0540978908538818,0.39197009801864624,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁da,19,source,full,PUNCT,punct,1.7713744640350342,0.23007057388632707,0.5000101327896118,0.9176292419433594,-0.0,-0.0,-0.0,1.0,1.0,12.368204116821289,8.094328473708762,2.239603281021118,0.16612331569194794,1.9190795421600342,20.0,1.9190362691879272,0.9999974966049194,6.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ł,20,source,full,PUNCT,punct,2.7175891399383545,0.2336040395234601,0.21904610097408295,0.8739898204803467,-0.0,-0.0,-0.0,1.0,1.0,9.856010437011719,1.867250521394745,1.5473946332931519,0.4830107092857361,0.8384612798690796,0.44922327618753394,0.8384614586830139,1.000000238418579,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁pi,21,source,full,PUNCT,punct,1.1295015811920166,0.09295403216595192,0.1054198369383812,0.947874128818512,-0.0,-0.0,-0.0,1.0,1.0,8.86906909942627,1.6037042286928804,1.2951555252075195,0.4396936297416687,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ł,22,source,full,PUNCT,punct,2.7175891399383545,0.2336040395234601,0.21904610097408295,0.8739898204803467,-0.0,-0.0,-0.0,1.0,1.0,9.856010437011719,1.867250521394745,1.5473946332931519,0.4830107092857361,0.8384612798690796,0.44922327618753394,0.8384614586830139,1.000000238418579,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,kę,23,source,full,PUNCT,punct,1.6717860698699951,0.2483026187439721,0.6555354595184326,0.9461938142776489,-0.0,-0.0,-0.0,1.0,1.0,13.516485214233398,7.981567517035565,1.8037760257720947,0.17528095841407776,0.7026920318603516,20.0,0.7026920318603516,1.0,2.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁kot,24,source,full,PUNCT,punct,0.31154823303222656,0.032416550788712764,0.12035219371318817,0.9910426139831543,-0.0,-0.0,-0.0,1.0,1.0,7.1119465827941895,2.063445625926759,1.876636028289795,0.6233450174331665,1.4992713928222656,1.095507963929546,1.4992713928222656,1.0,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,u,25,source,full,PUNCT,punct,7.044981956481934,2.1004727857647425,2.0308945178985596,0.6266822814941406,1.2630196809768677,0.9642393831232035,1.2630195617675781,0.9999998807907104,3.0,7.523342609405518,9.2417343852221,0.47364023327827454,0.5973147749900818,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,26,source,full,PUNCT,punct,2.4612109661102295,0.1741183836968796,0.07105210423469543,0.8924610614776611,-0.0,-0.0,-0.0,1.0,1.0,2.9912209510803223,0.30965283529400633,0.4589459002017975,0.8681471943855286,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,</s>,27,source,full,SPECIAL,SPECIAL,,-0.0,,1.0,-0.0,-0.0,-0.0,1.0,1.0,7.165554523468018,3.2396874474396076,1.4352169036865234,0.6275699734687805,0.36635342240333557,3.834129084539927,0.36635342240333557,1.0,2.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0122265815734863,0.3707695755381021,0.5858923196792603,0.8824731111526489,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,4.5479536056518555,1.9233450309473552,1.9248801469802856,0.8226114511489868,1.5817556381225586,1.4739631392409067,1.5817556381225586,1.0,3.0,11.615262985229492,30.170840056547018,1.94914972782135,0.29245424270629883,1.339562177658081,20.0,1.339562177658081,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁In,2,target,full,ADP,prep,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,2.3491077423095703,0.20696650744156328,0.2815735936164856,0.9024304151535034,-0.0,-0.0,-0.0,1.0,1.0,2.945819139480591,0.4976966234005719,1.0944902896881104,0.8885343074798584,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,3,target,full,DET,det,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.8241583108901978,0.0700360585882355,0.14599215984344482,0.9684025645256042,-0.0,-0.0,-0.0,1.0,1.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁yard,4,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,4.499082565307617,1.8933702909613932,1.823337435722351,0.8382039666175842,1.5423165559768677,1.5488483894953167,1.5423164367675781,0.9999998807907104,3.0,2.5850398540496826,0.3515452040272457,0.6909424066543579,0.8858646154403687,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,5,target,full,DET,det,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.8241583108901978,0.0700360585882355,0.14599215984344482,0.9684025645256042,-0.0,-0.0,-0.0,1.0,1.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁boy,6,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,4.644487380981445,17.649389343245804,1.238748550415039,0.7794371247291565,0.43972039222717285,20.0,0.43972039222717285,1.0,2.0,0.5186333656311035,0.04170040992457446,0.09775854647159576,0.981054961681366,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁had,7,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,7.858229160308838,9.28922698139798,1.7080539464950562,0.5597359538078308,0.8603587746620178,20.0,0.860358715057373,0.9999998211860657,3.0,5.747638702392578,1.5730763902435962,1.7358942031860352,0.7320303916931152,1.0877760648727417,0.7703114404825274,1.0877761840820312,1.0000001192092896,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁fun,8,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,8.135042190551758,10.992128027841728,1.7502095699310303,0.5259653329849243,0.9398690462112427,20.0,0.939869225025177,1.000000238418579,3.0,6.574145793914795,1.6097827520847503,1.754579782485962,0.6735750436782837,0.9505938291549683,0.6663431639891764,0.9505938291549683,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁with,9,target,full,ADP,prep,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,3.2327704429626465,12.939139015633776,0.7598559856414795,0.8788716197013855,-0.0,20.0,-0.0,1.0,1.0,2.8926479816436768,0.35343733478634337,0.6285791397094727,0.8833319544792175,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,10,target,full,DET,det,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.8241583108901978,0.0700360585882355,0.14599215984344482,0.9684025645256042,-0.0,-0.0,-0.0,1.0,1.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁ball,11,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,2.8111348152160645,0.2825916365925616,0.4625055193901062,0.8856625556945801,-0.0,-0.0,-0.0,1.0,1.0,4.073516368865967,0.6023462549994728,0.8807629346847534,0.8220405578613281,0.24946197867393494,0.06126069216021489,0.24946197867393494,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,12,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,2.400865077972412,0.17225928532681842,0.06435130536556244,0.8928841352462769,-0.0,-0.0,-0.0,1.0,1.0,2.4427874088287354,0.18740980543811175,0.16802726686000824,0.8957580924034119,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁The,13,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,4.895042419433594,13.996622090740155,1.6444675922393799,0.7807334661483765,0.8631886839866638,20.0,0.8631886839866638,1.0,2.0,4.514645099639893,2.609774616139692,1.2119066715240479,0.8055667877197266,0.4739953279495239,3.299261010171173,0.4739953279495239,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁boy,14,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,4.644487380981445,17.649389343245804,1.238748550415039,0.7794371247291565,0.43972039222717285,20.0,0.43972039222717285,1.0,2.0,0.5186333656311035,0.04170040992457446,0.09775854647159576,0.981054961681366,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁gave,15,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,4.099725723266602,0.8546881815536329,1.3494271039962769,0.832685112953186,0.6460655331611633,0.26009838388316603,0.6460655331611633,1.0,2.0,3.827472448348999,0.4830799356390199,0.6078461408615112,0.7904760241508484,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,16,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.8241583108901978,0.0700360585882355,0.14599215984344482,0.9684025645256042,-0.0,-0.0,-0.0,1.0,1.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁ball,17,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,2.8111348152160645,0.2825916365925616,0.4625055193901062,0.8856625556945801,-0.0,-0.0,-0.0,1.0,1.0,4.073516368865967,0.6023462549994728,0.8807629346847534,0.8220405578613281,0.24946197867393494,0.06126069216021489,0.24946197867393494,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁to,18,target,full,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,3.5868635177612305,0.5867216224133095,1.1039035320281982,0.8769457936286926,0.26865530014038086,0.06776578050142182,0.2686554193496704,1.0000001192092896,2.0,2.913588047027588,0.3333635788877032,0.6062055826187134,0.8820914030075073,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,19,target,full,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.8241583108901978,0.0700360585882355,0.14599215984344482,0.9684025645256042,-0.0,-0.0,-0.0,1.0,1.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁cat,20,target,full,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,2.132678747177124,0.15069169133856888,0.08456640690565109,0.908407986164093,-0.0,-0.0,-0.0,1.0,1.0,1.4290082454681396,0.1195362809889077,0.15503844618797302,0.9373485445976257,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,21,target,full,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,2.400865077972412,0.17225928532681842,0.06435130536556244,0.8928841352462769,-0.0,-0.0,-0.0,1.0,1.0,2.4427874088287354,0.18740980543811175,0.16802726686000824,0.8957580924034119,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,</s>,22,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0122265815734863,0.3707695755381021,0.5858923196792603,0.8824731111526489,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000476837158203,0.365045410513883,0.5772276520729065,0.8826633095741272,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,4.5479536056518555,1.9233450309473552,1.9248801469802856,0.8226114511489868,1.5817556381225586,1.4739631392409067,1.5817556381225586,1.0,3.0,11.615262985229492,30.170840056547018,1.94914972782135,0.29245424270629883,1.339562177658081,20.0,1.339562177658081,0.9999999403953552,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁In,2,target,full,ADP,prep,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,1.6358667612075806,14.873763287492404,0.410519003868103,0.9336678981781006,-0.0,20.0,-0.0,1.0,1.0,2.945819139480591,0.4976966234005719,1.0944902896881104,0.8885343074798584,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,3,target,full,DET,det,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,2.456759452819824,20.43713887666614,0.07965132594108582,0.890485405921936,-0.0,20.0,-0.0,1.0,1.0,3.5737175941467285,0.5342454161170281,1.0940001010894775,0.8756077289581299,0.000291710312012583,2.4249757573371186e-05,0.0002918822574429214,1.0000001192092896,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁yard,4,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,5.502167701721191,7.377480603193695,1.0358915328979492,0.6790258884429932,-0.0,20.0,-0.0,1.0,1.0,2.5850398540496826,0.3515452040272457,0.6909424066543579,0.8858646154403687,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁a,5,target,full,DET,det,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,1.852553367614746,0.22016835140392724,0.5027209520339966,0.9273240566253662,-0.0,-0.0,-0.0,1.0,1.0,5.590029239654541,1.5879747376446922,1.8369039297103882,0.7274441719055176,0.9620102643966675,0.686803071012251,0.9620103240013123,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁boy,6,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,4.063412666320801,0.5631659736929205,0.8559578061103821,0.7990577220916748,-0.0,-0.0,-0.0,1.0,1.0,0.48890507221221924,0.040042980277135286,0.10012736171483994,0.982414960861206,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁had,7,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,8.219043731689453,9.151270958011093,1.7389968633651733,0.5225924253463745,0.9650174975395203,20.0,0.9650174379348755,0.9999997615814209,3.0,6.757430076599121,1.7285996664215724,1.8101024627685547,0.649120569229126,1.312680721282959,0.7098357147255723,1.312680721282959,1.0,3.0
