sentence,token,position,token_type,analysis_type,pos,dep,conditional_source_entropy_bits,conditional_source_surprisal_bits,conditional_source_topk_entropy_k5_bits,conditional_source_topk_mass_k5,conditional_source_entmax_entropy_bits,conditional_source_entmax_surprisal_bits,conditional_source_entmax_topk_entropy_k5_bits,conditional_source_entmax_topk_mass_k5,conditional_source_entmax_branching_choices,conditional_bigram_source_entropy_bits,conditional_bigram_source_surprisal_bits,conditional_bigram_source_topk_entropy_k5_bits,conditional_bigram_source_topk_mass_k5,conditional_bigram_source_entmax_entropy_bits,conditional_bigram_source_entmax_surprisal_bits,conditional_bigram_source_entmax_topk_entropy_k5_bits,conditional_bigram_source_entmax_topk_mass_k5,conditional_bigram_source_entmax_branching_choices,candidate_idx,target_sentence,conditional_target_entropy_bits,conditional_target_surprisal_bits,conditional_target_topk_entropy_k5_bits,conditional_target_topk_mass_k5,conditional_target_entmax_entropy_bits,conditional_target_entmax_surprisal_bits,conditional_target_entmax_topk_entropy_k5_bits,conditional_target_entmax_topk_mass_k5,conditional_target_entmax_branching_choices,conditional_bigram_target_entropy_bits,conditional_bigram_target_surprisal_bits,conditional_bigram_target_topk_entropy_k5_bits,conditional_bigram_target_topk_mass_k5,conditional_bigram_target_entmax_entropy_bits,conditional_bigram_target_entmax_surprisal_bits,conditional_bigram_target_entmax_topk_entropy_k5_bits,conditional_bigram_target_entmax_topk_mass_k5,conditional_bigram_target_entmax_branching_choices
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ł,10,source,conditional,NOUN,iobj,6.209339141845703,5.679133221971801,1.3287588357925415,0.6787411570549011,0.12054316699504852,20.0,0.12054316699504852,1.0,2.0,9.856010437011719,1.867250521394745,1.5473946332931519,0.4830107092857361,0.8384612798690796,0.44922327618753394,0.8384614586830139,1.000000238418579,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ką,11,source,conditional,NOUN,iobj,11.028913497924805,17.905678874150713,1.72344970703125,0.4092758893966675,0.9981603622436523,20.0,0.9981603622436523,1.0,2.0,12.488147735595703,11.811505927951586,1.921933889389038,0.2648155391216278,0.9843706488609314,20.0,0.9843705892562866,0.9999999403953552,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁chłop,12,source,conditional,NOUN,nsubj,10.317037582397461,13.537568997018422,1.9347198009490967,0.41236451268196106,1.2795194387435913,20.0,1.2795194387435913,0.9999999403953552,3.0,4.584956169128418,11.607770503983426,0.6708081364631653,0.7710558176040649,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,iec,13,source,conditional,NOUN,nsubj,10.587471008300781,14.908645487829022,2.1904356479644775,0.3106953799724579,1.7264868021011353,20.0,1.70369291305542,0.997231662273407,6.0,12.980447769165039,8.968441980681476,1.8006341457366943,0.2572331428527832,0.9084606766700745,20.0,0.9084606766700745,1.0,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,14,source,conditional,NOUN,nsubj,10.160008430480957,5.20235420542711,0.9621656537055969,0.382324755191803,-0.0,20.0,-0.0,1.0,1.0,2.9912209510803223,0.30965283529400633,0.4589459002017975,0.8681471943855286,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁Ch,15,source,conditional,NOUN,nsubj,3.396749973297119,13.082085122327362,0.13775193691253662,0.8365000486373901,-0.0,20.0,-0.0,1.0,1.0,9.553525924682617,8.171417400112322,2.229344367980957,0.3972148597240448,2.0425941944122314,20.0,1.8950774669647217,0.9667189121246338,6.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ło,16,source,conditional,NOUN,nsubj,0.02795722894370556,25.866265595393664,0.007612459361553192,0.9991729259490967,-0.0,20.0,-0.0,1.0,1.0,13.790948867797852,7.482676867395325,1.432477593421936,0.16941200196743011,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,pie,17,source,conditional,NOUN,nsubj,0.44216224551200867,23.403106088555127,0.12814532220363617,0.9862866997718811,-0.0,20.0,-0.0,1.0,1.0,9.769641876220703,13.553480411397711,0.6133105754852295,0.43080875277519226,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,c,18,source,conditional,NOUN,nsubj,10.237354278564453,16.34319143329452,1.327660083770752,0.45476412773132324,0.1217452734708786,20.0,0.12174542993307114,1.0000001192092896,2.0,9.896767616271973,14.707869797959727,1.0540978908538818,0.39197009801864624,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁da,19,source,conditional,PUNCT,punct,12.597574234008789,19.54350019159761,1.61093270778656,0.28062376379966736,0.7521013021469116,20.0,0.7521013021469116,1.0,2.0,12.368204116821289,8.094328473708762,2.239603281021118,0.16612331569194794,1.9190795421600342,20.0,1.9190362691879272,0.9999974966049194,6.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ł,20,source,conditional,PUNCT,punct,6.209339141845703,5.679133221971801,1.3287588357925415,0.6787411570549011,0.12054316699504852,20.0,0.12054316699504852,1.0,2.0,9.856010437011719,1.867250521394745,1.5473946332931519,0.4830107092857361,0.8384612798690796,0.44922327618753394,0.8384614586830139,1.000000238418579,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁pi,21,source,conditional,PUNCT,punct,8.621212005615234,13.900107747294266,0.3196631073951721,0.5282116532325745,-0.0,20.0,-0.0,1.0,1.0,8.86906909942627,1.6037042286928804,1.2951555252075195,0.4396936297416687,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,ł,22,source,conditional,PUNCT,punct,6.209339141845703,5.679133221971801,1.3287588357925415,0.6787411570549011,0.12054316699504852,20.0,0.12054316699504852,1.0,2.0,9.856010437011719,1.867250521394745,1.5473946332931519,0.4830107092857361,0.8384612798690796,0.44922327618753394,0.8384614586830139,1.000000238418579,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,kę,23,source,conditional,PUNCT,punct,5.276237487792969,19.35908211772359,0.5122605562210083,0.7355378270149231,-0.0,20.0,-0.0,1.0,1.0,13.516485214233398,7.981567517035565,1.8037760257720947,0.17528095841407776,0.7026920318603516,20.0,0.7026920318603516,1.0,2.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁kot,24,source,conditional,PUNCT,punct,10.725981712341309,15.52862569264042,1.7978317737579346,0.36176133155822754,0.6539762020111084,20.0,0.6539762616157532,1.0000001192092896,3.0,7.1119465827941895,2.063445625926759,1.876636028289795,0.6233450174331665,1.4992713928222656,1.095507963929546,1.4992713928222656,1.0,3.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,u,25,source,conditional,PUNCT,punct,0.0861368328332901,23.877498359361667,0.05255013704299927,0.9985354542732239,-0.0,20.0,-0.0,1.0,1.0,7.523342609405518,9.2417343852221,0.47364023327827454,0.5973147749900818,-0.0,20.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,26,source,conditional,PUNCT,punct,10.160008430480957,5.20235420542711,0.9621656537055969,0.382324755191803,-0.0,20.0,-0.0,1.0,1.0,2.9912209510803223,0.30965283529400633,0.4589459002017975,0.8681471943855286,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,</s>,27,source,conditional,SPECIAL,SPECIAL,3.082169532775879,14.058648129476454,0.08635067939758301,0.8590611815452576,-0.0,20.0,-0.0,1.0,1.0,7.165554523468018,3.2396874474396076,1.4352169036865234,0.6275699734687805,0.36635342240333557,3.834129084539927,0.36635342240333557,1.0,2.0,,,,,,,,,,,,,,,,,,,,
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁In,0,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.945819139480591,0.4976966234005719,1.0944902896881104,0.8885343074798584,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,1,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,7.679043769836426,6.745072459311401,2.0739986896514893,0.5651028156280518,1.5285989046096802,20.0,1.5285990238189697,1.0000001192092896,4.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁yard,2,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,13.07001781463623,16.429341691382607,1.8362034559249878,0.2634175419807434,0.6698436141014099,20.0,0.6698436141014099,1.0,4.0,2.5850398540496826,0.3515452040272457,0.6909424066543579,0.8858646154403687,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,3,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,7.679043769836426,6.745072459311401,2.0739986896514893,0.5651028156280518,1.5285989046096802,20.0,1.5285990238189697,1.0000001192092896,4.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁boy,4,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,3.5710411071777344,17.403616740354543,0.34779563546180725,0.8309326767921448,-0.0,20.0,-0.0,1.0,1.0,0.5186333656311035,0.04170040992457446,0.09775854647159576,0.981054961681366,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁had,5,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,12.352276802062988,20.262870171750645,2.143946647644043,0.17697235941886902,1.687443494796753,20.0,1.5466821193695068,0.9735841155052185,7.0,5.747638702392578,1.5730763902435962,1.7358942031860352,0.7320303916931152,1.0877760648727417,0.7703114404825274,1.0877761840820312,1.0000001192092896,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁fun,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,10.384952545166016,11.210942428690208,2.1210615634918213,0.316824346780777,1.4921895265579224,20.0,1.492189645767212,0.9999999403953552,5.0,6.574145793914795,1.6097827520847503,1.754579782485962,0.6735750436782837,0.9505938291549683,0.6663431639891764,0.9505938291549683,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁with,7,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,8.349325180053711,11.818042502485369,1.7852296829223633,0.4877558946609497,0.726373553276062,20.0,0.7263734340667725,0.9999998807907104,3.0,2.8926479816436768,0.35343733478634337,0.6285791397094727,0.8833319544792175,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,8,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,7.679043769836426,6.745072459311401,2.0739986896514893,0.5651028156280518,1.5285989046096802,20.0,1.5285990238189697,1.0000001192092896,4.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁ball,9,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,12.26086139678955,16.222205115725387,1.4722201824188232,0.33145537972450256,0.6694546341896057,20.0,0.6694546341896057,1.0,2.0,4.073516368865967,0.6023462549994728,0.8807629346847534,0.8220405578613281,0.24946197867393494,0.06126069216021489,0.24946197867393494,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,10,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,13.089964866638184,9.536446192174035,2.2065370082855225,0.13561540842056274,1.8236258029937744,20.0,1.7704975605010986,0.9937028288841248,8.0,2.4427874088287354,0.18740980543811175,0.16802726686000824,0.8957580924034119,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁The,11,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,3.894685745239258,13.530029100322846,0.778344452381134,0.8253509998321533,0.0452466644346714,20.0,0.04524683207273483,1.0000001192092896,2.0,4.514645099639893,2.609774616139692,1.2119066715240479,0.8055667877197266,0.4739953279495239,3.299261010171173,0.4739953279495239,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁boy,12,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,3.5710411071777344,17.403616740354543,0.34779563546180725,0.8309326767921448,-0.0,20.0,-0.0,1.0,1.0,0.5186333656311035,0.04170040992457446,0.09775854647159576,0.981054961681366,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁gave,13,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,10.917177200317383,19.027875960381305,1.940558910369873,0.323757529258728,1.0462948083877563,20.0,1.0462948083877563,1.0000001192092896,4.0,3.827472448348999,0.4830799356390199,0.6078461408615112,0.7904760241508484,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,14,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,7.679043769836426,6.745072459311401,2.0739986896514893,0.5651028156280518,1.5285989046096802,20.0,1.5285990238189697,1.0000001192092896,4.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁ball,15,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,12.26086139678955,16.222205115725387,1.4722201824188232,0.33145537972450256,0.6694546341896057,20.0,0.6694546341896057,1.0,2.0,4.073516368865967,0.6023462549994728,0.8807629346847534,0.8220405578613281,0.24946197867393494,0.06126069216021489,0.24946197867393494,1.0,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁to,16,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,12.6858491897583,8.963680307209845,2.2249019145965576,0.16161882877349854,1.9025695323944092,20.0,1.9025694131851196,1.0,4.0,2.913588047027588,0.3333635788877032,0.6062055826187134,0.8820914030075073,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,17,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,7.679043769836426,6.745072459311401,2.0739986896514893,0.5651028156280518,1.5285989046096802,20.0,1.5285990238189697,1.0000001192092896,4.0,2.859395980834961,0.2895779917606236,0.5419154763221741,0.8886934518814087,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁cat,18,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,11.194149017333984,13.84264874670442,1.3247441053390503,0.40005362033843994,0.8120114803314209,20.0,0.8120114803314209,1.0,2.0,1.4290082454681396,0.1195362809889077,0.15503844618797302,0.9373485445976257,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,.,19,target,conditional,PUNCT,punct,,,,,,,,,,,,,,,,,,,0.0,In the yard the boy had fun with the ball. The boy gave the ball to the cat.,13.089964866638184,9.536446192174035,2.2065370082855225,0.13561540842056274,1.8236258029937744,20.0,1.7704975605010986,0.9937028288841248,8.0,2.4427874088287354,0.18740980543811175,0.16802726686000824,0.8957580924034119,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁In,0,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.945819139480591,0.4976966234005719,1.0944902896881104,0.8885343074798584,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,1,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,7.606748580932617,7.081760742679891,2.087853193283081,0.5749740600585938,1.5584733486175537,20.0,1.5584733486175537,1.0000001192092896,4.0,3.5737175941467285,0.5342454161170281,1.0940001010894775,0.8756077289581299,0.000291710312012583,2.4249757573371186e-05,0.0002918822574429214,1.0000001192092896,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁yard,2,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,13.07001781463623,16.429341691382607,1.8362034559249878,0.2634175419807434,0.6698436141014099,20.0,0.6698436141014099,1.0,4.0,2.5850398540496826,0.3515452040272457,0.6909424066543579,0.8858646154403687,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁a,3,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,12.627309799194336,12.176999119642103,2.14216947555542,0.12887844443321228,1.5900676250457764,20.0,1.520643949508667,0.9907953143119812,7.0,5.590029239654541,1.5879747376446922,1.8369039297103882,0.7274441719055176,0.9620102643966675,0.686803071012251,0.9620103240013123,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁boy,4,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,3.5715689659118652,17.480872493110354,0.28225916624069214,0.8268666863441467,-0.0,20.0,-0.0,1.0,1.0,0.48890507221221924,0.040042980277135286,0.10012736171483994,0.982414960861206,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁had,5,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,11.204363822937012,19.147369342671112,2.1450438499450684,0.25825244188308716,1.5893224477767944,20.0,1.5762712955474854,0.9986040592193604,6.0,6.757430076599121,1.7285996664215724,1.8101024627685547,0.649120569229126,1.312680721282959,0.7098357147255723,1.312680721282959,1.0,3.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁fun,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,10.18895149230957,11.29479867255588,2.098036766052246,0.33716320991516113,1.479167103767395,20.0,1.479167103767395,1.0000001192092896,4.0,6.279910564422607,1.8528623215381506,1.717384934425354,0.7025412321090698,0.9940109252929688,1.137735056773358,0.9940110445022583,1.0000001192092896,2.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁with,7,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,8.339536666870117,12.016160404570446,1.7665319442749023,0.49128270149230957,0.7412189245223999,20.0,0.7412189245223999,1.0,3.0,2.6029162406921387,0.2731603906542225,0.475023090839386,0.8931171894073486,-0.0,-0.0,-0.0,1.0,1.0
Na podwórzu bawił się piłką chłopiec. Chłopiec dał piłkę kotu.,▁the,8,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,1.0,In the yard a boy had fun with the ball. The boy gave the ball to the cat.,7.606748580932617,7.081760742679891,2.087853193283081,0.5749740600585938,1.5584733486175537,20.0,1.5584733486175537,1.0000001192092896,4.0,3.5737175941467285,0.5342454161170281,1.0940001010894775,0.8756077289581299,0.000291710312012583,2.4249757573371186e-05,0.0002918822574429214,1.0000001192092896,2.0
